Age,Gender,Height,Weight,BMI,Calories,WorkoutDuration,Steps,SleepHours,WaterIntake,ActivityLevel,FatLoss,WeightLoss
60,Female,155.0,75.0,31.19,2649,33,5926,7.7,2.3,High,5.8,6.33
42,Male,171.0,62.1,21.25,3138,53,9634,7.5,2.7,Moderate,5.05,5.35
52,Male,165.7,65.9,24.02,1572,36,12428,7.2,2.5,Moderate,6.71,7.81
59,Female,157.6,70.6,28.4,2121,16,5303,6.8,2.6,Moderate,4.91,5.16
25,Male,175.1,60.0,19.58,2200,45,6956,8.4,3.9,Low,5.13,5.34
39,Male,164.9,65.3,23.99,2036,42,17600,5.1,1.5,Low,5.33,5.53
24,Female,155.6,89.6,37.02,1996,68,9018,6.2,2.9,High,7.84,8.18
31,Male,186.4,73.9,21.26,2053,46,3566,7.5,1.8,Low,5.82,6.44
37,Male,161.2,46.4,17.88,2292,0,6328,8.8,4.4,Moderate,2.85,3.35
59,Male,172.5,96.4,32.4,2382,55,5350,6.6,2.7,Moderate,5.79,6.57
59,Female,151.2,85.5,37.42,2776,89,9331,6.7,1.5,High,6.37,6.59
36,Male,168.0,53.1,18.82,2287,45,9077,5.5,2.4,Moderate,5.16,5.45
33,Female,154.2,71.4,30.04,2859,72,5772,6.4,1.3,Moderate,4.78,5.43
43,Other,166.1,63.7,23.1,2004,30,14497,7.8,2.0,Moderate,5.58,5.85
61,Female,147.7,90.2,41.35,1699,60,8297,8.9,3.2,Low,6.51,6.63
64,Female,154.3,71.3,29.95,2147,24,6404,6.6,3.8,Moderate,4.6,4.67
28,Female,155.6,76.7,31.69,2531,38,3726,6.0,3.6,Low,4.51,5.09
26,Male,182.2,74.6,22.47,2730,38,4868,7.1,2.5,Moderate,4.96,5.53
51,Female,173.9,51.4,16.99,3030,58,3638,5.1,3.1,Low,3.28,3.84
32,Female,160.1,103.3,40.28,2445,21,7333,8.5,3.3,High,5.36,6.38
27,Female,160.8,89.9,34.77,2676,3,4902,5.5,4.6,Low,3.38,4.09
19,Male,181.0,64.5,19.71,2984,58,10743,7.4,2.1,Low,4.69,5.29
37,Male,188.0,81.5,23.04,1910,57,5954,7.4,4.0,Moderate,6.16,7.24
36,Female,164.8,95.5,35.18,2194,48,10940,7.8,1.6,Low,7.06,8.0
45,Male,181.2,79.0,24.07,3685,71,9720,7.3,3.7,Low,5.36,5.71
27,Female,162.9,106.0,39.97,2728,39,10259,7.0,2.0,High,5.8,6.69
52,Male,174.8,130.5,42.73,2555,52,11138,7.5,2.0,Low,6.16,7.38
50,Female,168.4,75.7,26.71,2746,35,14976,8.0,2.3,Moderate,5.3,6.52
40,Female,154.4,67.5,28.31,1632,37,5028,9.2,1.9,Moderate,6.41,7.35
26,Male,166.7,60.2,21.67,1976,54,10960,5.7,3.0,Low,5.82,6.56
42,Male,174.5,45.0,14.77,1793,108,9393,4.8,3.7,Low,7.73,8.43
50,Female,165.1,100.5,36.85,2509,65,11721,5.1,0.8,Moderate,6.24,7.35
35,Male,169.8,71.6,24.86,2115,60,8387,4.8,2.4,High,6.64,6.77
30,Male,173.1,93.8,31.3,2347,66,12116,5.6,1.6,Moderate,6.23,7.28
42,Female,164.4,97.4,36.03,2144,0,3479,5.4,3.4,Low,2.78,3.43
35,Male,182.9,58.5,17.5,1486,53,4484,6.5,3.9,Low,5.73,6.01
37,Female,165.5,61.2,22.36,2742,70,6007,8.0,2.4,Moderate,4.79,4.98
34,Male,190.6,109.4,30.11,1418,47,7738,7.8,2.0,Moderate,7.91,7.91
32,Male,175.2,76.7,25.0,1936,43,8162,6.3,1.1,Moderate,5.31,6.11
52,Female,163.2,66.1,24.82,1642,18,5409,6.4,4.4,Moderate,5.12,6.39
40,Male,161.1,59.2,22.82,1860,32,4531,9.4,3.8,High,5.54,5.96
40,Male,169.0,75.5,26.41,2400,21,5706,7.7,0.8,High,5.35,5.65
49,Female,169.2,105.1,36.74,2917,72,2017,7.2,3.2,Moderate,5.36,6.39
35,Female,161.6,90.3,34.61,1519,87,6991,7.1,1.6,High,7.86,8.5
22,Female,161.2,81.3,31.28,2021,99,7795,6.7,2.1,Moderate,6.47,7.51
58,Female,173.1,106.6,35.56,1425,21,9543,9.4,1.5,Low,4.99,5.25
20,Male,162.5,103.1,39.07,1997,26,8584,6.8,0.8,Moderate,4.67,5.5
45,Male,173.2,84.0,28.0,2335,24,14276,7.2,2.6,Moderate,5.38,6.61
30,Female,165.4,128.0,46.78,2683,16,10843,5.0,4.3,High,4.68,4.91
28,Female,161.3,73.5,28.26,1240,16,10580,6.2,1.8,High,5.61,6.1
20,Female,156.3,97.8,40.04,2575,30,9276,6.3,3.4,Moderate,4.39,4.87
61,Male,186.5,70.9,20.39,1813,69,9875,7.6,3.5,Moderate,7.33,8.2
38,Male,163.9,94.3,35.07,1691,24,7227,6.1,3.2,Low,5.13,6.17
34,Male,166.2,73.5,26.61,2333,74,8348,7.1,4.4,Moderate,5.98,6.34
53,Female,167.5,86.3,30.75,2613,83,14725,6.3,3.5,Moderate,6.53,8.01
19,Female,157.8,121.0,48.58,2249,52,7754,5.7,4.2,Moderate,5.62,6.24
45,Male,171.7,95.1,32.27,1753,79,3338,5.6,1.6,Low,6.27,6.67
41,Male,173.6,86.6,28.74,2249,6,10438,6.8,3.3,Moderate,4.56,5.66
44,Male,167.5,64.1,22.82,1937,29,11063,7.1,4.0,Low,4.71,5.36
23,Male,176.2,81.4,26.21,2602,50,8540,6.8,1.9,Moderate,5.71,6.18
63,Female,163.3,59.9,22.44,2837,51,1425,6.0,0.8,Low,3.26,3.67
29,Female,161.3,94.0,36.11,2805,85,12503,6.8,1.5,High,6.51,7.85
50,Male,164.7,93.5,34.46,2290,17,8804,6.6,1.9,High,4.84,5.09
53,Female,155.8,74.8,30.8,2861,29,6914,5.7,3.1,Moderate,4.37,5.37
34,Other,169.8,107.9,37.45,1789,42,12158,7.1,2.1,Low,6.91,7.22
24,Male,166.1,105.4,38.2,3191,30,1000,9.2,2.6,Moderate,3.2,3.59
32,Male,184.1,80.7,23.8,1786,15,8391,6.8,2.1,Low,4.35,4.92
56,Female,161.9,88.2,33.63,1284,31,6107,5.2,2.5,Low,6.19,6.95
61,Male,189.5,67.4,18.76,2982,38,13222,8.8,2.5,Moderate,4.4,4.42
62,Female,167.5,73.1,26.05,1944,85,8850,8.5,2.0,Low,8.03,8.44
28,Female,156.4,58.6,23.94,2358,16,4973,8.7,3.3,High,5.33,6.29
47,Male,173.4,69.4,23.07,1784,67,11983,6.9,3.8,High,7.88,8.84
25,Male,177.2,76.1,24.23,3481,80,1000,6.1,1.6,High,3.63,4.13
52,Female,170.8,48.1,16.49,3210,30,9777,5.9,2.8,Low,2.68,2.87
37,Male,184.6,88.4,25.95,3073,52,3578,8.4,1.3,Moderate,4.25,4.92
52,Female,158.6,96.4,38.33,2344,61,6381,8.9,1.0,Low,5.11,6.0
50,Female,162.8,77.9,29.39,2790,56,7157,5.9,3.5,Moderate,4.6,5.27
65,Female,164.7,45.0,16.6,2273,47,11185,4.0,4.4,Moderate,6.28,7.37
41,Female,158.1,73.4,29.39,2861,25,15711,7.0,2.3,Moderate,4.39,4.9
34,Female,171.3,52.9,18.03,2094,63,1771,5.9,4.2,Low,5.22,5.36
43,Female,166.1,67.0,24.31,3092,34,9562,6.2,2.0,Low,2.76,3.15
25,Male,186.1,104.1,30.05,2069,45,15708,6.7,2.4,Low,6.87,7.47
23,Male,163.6,45.0,16.8,2126,49,5994,7.5,4.1,Low,5.7,6.06
42,Male,163.1,63.3,23.81,2066,68,5777,6.1,1.8,Low,5.22,5.64
57,Male,166.4,92.9,33.55,2396,98,8825,7.2,3.4,High,7.81,8.75
43,Male,161.7,65.4,25.0,2105,24,10900,6.8,2.3,Low,3.77,4.09
55,Male,162.3,64.0,24.3,2543,46,10301,4.2,2.0,Low,4.91,5.05
26,Male,166.2,114.6,41.47,2059,3,6744,7.7,2.1,High,5.46,6.35
39,Male,183.9,84.8,25.09,2695,86,5191,6.5,0.8,High,4.68,5.51
47,Male,171.5,94.8,32.24,3059,46,12606,5.5,3.7,Moderate,5.75,5.99
34,Female,170.5,86.9,29.89,2338,36,5289,6.1,2.8,High,6.0,6.85
18,Female,165.9,80.9,29.4,3409,46,1293,7.2,2.5,Low,3.31,3.51
21,Female,164.3,100.8,37.32,2863,47,2913,7.1,2.0,Moderate,5.13,5.48
62,Female,165.8,112.3,40.86,3369,24,5983,7.8,2.9,High,5.33,5.54
47,Female,167.2,47.7,17.07,2269,78,13223,7.5,3.4,Moderate,6.54,6.98
30,Female,156.8,77.4,31.46,1469,63,3840,5.6,2.4,Low,6.65,7.45
30,Male,176.9,77.2,24.67,1946,66,13326,4.0,3.5,Moderate,7.43,8.12
19,Other,174.1,70.3,23.17,1997,25,12573,7.1,2.8,Moderate,5.69,6.01
63,Male,177.2,95.7,30.46,1823,24,8788,7.8,2.5,High,7.04,7.71
23,Female,159.8,82.6,32.35,1202,41,1000,6.8,3.4,Moderate,6.28,7.02
54,Female,165.3,112.7,41.21,2812,67,3855,7.8,2.1,Low,5.15,6.08
29,Male,178.2,97.8,30.81,1369,59,5782,5.8,1.5,Moderate,6.85,7.58
34,Female,152.8,102.6,43.94,2764,23,14057,6.6,2.6,Low,3.96,4.82
31,Male,170.6,56.4,19.38,3392,63,6007,5.9,2.6,Low,3.04,3.66
57,Male,180.7,63.5,19.44,1910,17,5294,7.8,2.4,Low,4.39,4.71
19,Male,166.3,65.0,23.48,2493,26,8659,5.9,3.7,Moderate,3.92,4.58
34,Male,174.9,101.8,33.29,2100,49,3066,9.5,3.1,Moderate,5.83,6.86
31,Male,197.1,60.6,15.6,2713,12,7913,6.4,2.5,Moderate,4.0,5.04
31,Female,168.0,61.1,21.66,1702,18,5205,8.0,2.6,Low,4.37,4.37
27,Female,160.3,57.8,22.5,2234,88,17407,6.4,2.7,Moderate,6.76,7.58
61,Male,176.2,127.6,41.1,2860,83,4788,8.6,3.1,Moderate,5.54,5.97
36,Female,159.6,75.4,29.63,2275,109,14754,8.6,2.6,Moderate,7.76,8.5
38,Male,172.4,87.5,29.46,1485,57,4009,6.6,2.5,High,7.82,7.95
36,Male,174.7,57.5,18.82,2920,63,8919,7.3,1.4,High,6.25,6.7
65,Female,162.8,95.3,35.96,1652,40,9751,8.5,2.0,Low,6.37,6.41
34,Female,163.5,46.1,17.24,2339,35,8496,7.4,2.8,High,5.32,5.77
34,Male,170.1,60.4,20.87,2591,69,8281,5.9,2.8,High,4.98,5.79
33,Male,190.2,64.8,17.93,2359,83,11015,7.1,1.3,Moderate,6.83,7.59
33,Female,165.2,81.9,30.04,3568,67,9460,6.1,2.1,High,5.4,6.75
22,Female,155.1,63.7,26.49,2666,21,7394,7.2,1.8,Moderate,4.61,5.03
47,Male,168.6,105.4,37.07,2198,55,5639,6.1,3.8,High,7.3,7.59
19,Male,181.5,87.1,26.44,2601,23,7419,7.4,2.8,Moderate,5.39,6.47
28,Male,179.9,65.6,20.27,2404,35,7376,4.9,3.0,High,4.88,4.88
27,Female,166.0,96.0,34.84,2322,90,7307,5.7,2.5,Low,5.19,5.85
31,Female,159.1,70.9,28.01,2421,11,8266,6.0,2.0,Moderate,3.26,4.04
54,Female,162.1,67.4,25.65,2082,105,3067,6.8,2.2,Low,5.47,5.47
46,Male,187.5,94.1,26.78,2406,60,4403,5.2,3.0,High,4.9,5.12
65,Female,155.6,45.0,18.59,2047,31,10911,5.9,2.4,Low,4.07,4.19
34,Female,165.1,91.2,33.48,1351,46,1000,7.9,3.1,Moderate,7.74,8.63
62,Male,166.4,65.2,23.52,2870,25,12189,8.1,2.7,High,5.55,5.92
20,Female,174.3,65.1,21.45,2017,29,6043,4.0,2.9,Moderate,4.98,5.49
42,Male,168.5,113.2,39.88,2370,47,13843,6.3,2.9,Moderate,6.07,6.11
56,Male,166.3,68.4,24.75,1919,35,12291,8.5,2.1,Moderate,6.58,6.9
43,Female,149.8,95.2,42.4,1934,18,6854,7.5,2.3,Moderate,5.96,6.28
62,Male,169.6,83.0,28.87,1780,38,7216,7.5,3.4,High,6.93,7.46
33,Other,177.2,84.9,27.02,2774,8,13576,7.7,4.2,High,4.67,5.16
19,Female,191.1,73.5,20.13,2894,9,12456,5.8,3.4,Moderate,3.07,4.18
55,Male,165.2,72.6,26.57,2312,9,11404,7.3,0.8,Moderate,5.37,6.21
21,Male,173.8,105.5,34.94,2031,91,12004,7.6,1.9,Moderate,8.5,8.5
54,Female,165.7,94.7,34.52,1453,56,4193,7.1,2.7,High,7.69,8.65
53,Male,179.1,69.0,21.5,2697,61,8718,6.5,1.6,Moderate,5.07,5.97
58,Female,169.0,59.2,20.73,1961,45,5303,6.9,1.6,Moderate,5.56,6.18
40,Male,173.8,67.5,22.34,1741,59,4103,5.6,2.2,Moderate,5.92,6.87
60,Male,176.2,95.7,30.82,2314,77,8573,7.7,2.9,Low,6.72,7.74
26,Female,153.1,99.2,42.34,2132,56,6551,5.3,3.2,High,7.02,7.45
38,Male,172.7,88.0,29.49,1540,90,7418,6.0,2.3,Low,7.21,7.39
23,Female,161.6,48.9,18.72,1609,43,6249,7.8,2.2,Low,6.46,7.26
54,Female,162.7,91.6,34.59,2468,61,3609,7.3,1.8,Moderate,5.75,6.07
52,Male,164.9,101.5,37.3,1972,64,13938,6.4,3.1,Moderate,7.67,8.36
56,Female,154.1,81.1,34.15,2555,18,8545,4.9,3.0,Moderate,4.45,4.69
54,Female,157.3,113.6,45.92,2373,46,2952,6.9,3.4,Low,4.97,5.91
32,Female,157.7,54.2,21.81,2823,0,8636,6.2,2.7,Low,1.92,2.26
21,Male,172.0,90.3,30.53,1883,41,13324,7.6,1.4,Low,5.88,6.41
62,Male,181.2,59.6,18.16,2416,37,11355,6.4,2.3,Moderate,4.43,4.94
41,Female,154.4,97.1,40.7,2619,35,6184,4.9,3.4,High,5.38,5.49
22,Female,166.0,89.0,32.29,1986,33,6268,5.3,1.0,High,5.52,6.5
62,Female,166.6,110.4,39.77,2863,59,4650,6.5,2.5,Moderate,5.38,6.43
65,Female,152.9,87.0,37.19,1466,20,5402,7.1,2.9,Moderate,6.22,6.77
39,Female,159.9,70.7,27.65,1883,97,5686,5.6,4.4,Moderate,7.44,7.77
54,Male,176.9,69.2,22.09,1448,60,2861,6.1,2.1,High,6.22,6.74
19,Female,155.1,73.5,30.54,1932,22,6446,8.0,2.5,Moderate,5.93,6.35
22,Male,158.6,68.8,27.35,2222,63,9203,8.3,4.1,Low,6.37,6.96
31,Male,172.7,102.2,34.28,2715,72,6551,7.3,2.1,Low,5.34,5.83
49,Female,169.7,101.0,35.08,2222,55,8760,6.7,3.6,Moderate,6.81,7.1
24,Female,164.1,51.1,18.97,2002,16,13676,6.3,3.0,Moderate,4.21,5.21
19,Male,186.3,78.7,22.68,1525,107,14424,7.6,2.4,High,8.5,9.03
50,Female,162.5,79.1,29.98,1692,62,7762,6.6,3.0,Low,6.29,7.56
54,Female,162.6,63.9,24.19,2455,10,11080,8.1,2.5,High,6.16,6.79
53,Female,161.4,85.9,32.99,2740,50,7416,8.2,4.6,High,6.26,6.72
56,Female,152.8,104.3,44.69,2090,38,6292,7.5,0.8,Moderate,6.65,7.15
56,Male,178.1,94.1,29.65,2905,45,4091,6.4,2.3,Low,3.97,4.44
46,Female,169.5,102.2,35.6,1825,11,8303,6.5,2.4,Low,4.04,4.6
42,Male,169.6,65.1,22.62,2104,46,11795,5.0,2.5,Moderate,6.85,7.53
59,Male,162.4,78.7,29.81,2146,21,3539,6.9,3.6,Low,4.55,4.76
34,Male,173.7,64.2,21.29,3064,35,6995,6.9,2.2,High,3.3,3.54
22,Male,165.6,82.3,30.01,2366,55,6826,5.3,3.0,Moderate,6.06,6.93
54,Female,148.9,83.9,37.84,1400,31,8864,9.8,2.8,High,6.51,7.29
31,Male,176.1,95.3,30.73,2775,36,8919,7.7,3.4,Moderate,5.0,5.05
64,Female,159.5,101.6,39.95,3222,67,9880,6.0,2.5,Low,5.15,5.93
37,Male,163.9,90.4,33.66,2175,20,14639,9.5,2.9,Moderate,4.81,5.7
58,Male,169.9,62.5,21.65,1851,26,4953,6.4,2.5,Moderate,4.12,4.81
20,Other,173.6,53.7,17.81,2732,9,4760,8.0,1.7,Low,3.16,3.18
49,Female,167.9,87.4,30.99,3282,21,8865,7.1,4.0,Low,4.0,4.13
39,Female,161.1,105.0,40.45,2724,48,13084,6.4,1.9,Moderate,5.32,5.9
40,Female,149.1,77.6,34.88,1488,62,2881,6.6,2.2,Moderate,6.69,7.95
30,Male,162.4,50.5,19.15,2677,22,9159,8.7,1.8,Low,3.47,3.88
64,Female,163.0,115.5,43.47,2502,62,7295,8.1,3.0,Moderate,5.95,6.76
36,Female,165.0,86.8,31.9,1822,47,10990,6.9,2.2,High,8.11,8.49
58,Male,171.5,81.1,27.56,2944,6,10198,4.5,4.0,Moderate,3.58,4.78
38,Female,156.2,57.0,23.34,2519,49,8169,7.4,3.1,Low,4.78,5.39
20,Female,141.9,78.3,38.9,2957,78,9706,5.5,2.4,Moderate,5.38,5.56
60,Female,154.6,90.4,37.79,1769,0,5696,7.6,1.8,Moderate,4.95,5.26
26,Female,165.4,87.1,31.82,2499,101,10800,6.1,2.5,High,6.83,7.12
30,Female,162.2,65.8,25.0,1852,27,12852,6.3,3.1,Moderate,4.59,5.23
59,Male,184.2,77.0,22.69,2423,0,8350,6.2,2.6,Low,2.81,3.17
60,Other,177.1,66.9,21.34,3038,48,6572,8.2,2.5,Low,3.53,3.95
62,Male,166.4,108.0,39.01,1586,68,7491,4.9,1.7,Low,6.57,7.85
38,Male,176.2,94.1,30.3,1615,37,10763,7.9,4.6,Moderate,7.33,7.72
54,Male,182.5,68.6,20.58,2777,53,7853,7.4,2.4,Low,3.99,4.65
33,Female,159.1,57.0,22.5,2292,104,3801,6.9,1.4,High,5.95,6.46
53,Other,176.0,83.0,26.79,2885,50,11332,6.5,1.6,Moderate,5.07,5.65
42,Female,156.7,69.1,28.16,1896,128,4560,7.6,2.3,Moderate,7.61,8.45
20,Female,163.8,70.5,26.25,2325,80,9485,6.5,4.4,Low,5.76,5.76
38,Other,173.7,57.6,19.08,2644,46,1467,6.5,2.4,Low,3.36,4.02
40,Female,163.4,59.8,22.39,2405,53,8378,7.1,2.3,Moderate,5.27,5.74
30,Male,176.7,80.9,25.91,1405,36,7760,9.1,3.4,Moderate,6.27,6.93
35,Female,161.5,73.2,28.07,3711,51,1115,5.2,3.4,Moderate,2.99,3.52
42,Male,176.0,122.9,39.69,2406,60,9164,7.6,3.2,Moderate,7.1,7.63
20,Male,166.5,88.7,32.0,1629,33,4145,6.8,2.8,High,5.93,6.64
25,Male,163.9,57.3,21.32,2457,6,8296,6.7,1.6,Moderate,3.91,4.32
54,Male,187.2,50.4,14.38,2514,81,6558,5.2,1.9,Low,4.02,5.3
34,Female,152.6,85.2,36.59,2796,72,2818,4.9,1.2,Low,4.42,4.68
47,Other,177.6,70.9,22.47,2763,5,4339,7.4,2.4,High,4.08,5.18
45,Male,171.3,102.0,34.77,2193,49,4620,5.5,2.2,Low,5.47,5.63
44,Female,159.9,83.1,32.5,1438,73,11438,8.2,2.1,Low,8.5,9.01
37,Male,166.1,45.0,16.31,2530,70,10925,5.8,2.9,High,6.2,6.91
41,Male,177.1,59.7,19.02,1478,25,15680,7.7,2.0,Low,5.5,5.78
57,Male,164.6,65.8,24.3,2907,72,6208,6.3,2.3,Moderate,4.59,4.84
64,Male,171.1,86.0,29.35,1933,45,6095,6.3,2.2,Low,5.13,5.64
30,Male,168.9,59.1,20.71,2617,55,8472,5.9,2.6,Moderate,4.48,5.4
50,Male,147.9,80.8,36.9,1971,19,6756,7.5,2.9,Low,5.28,5.91
64,Male,171.2,53.9,18.4,2053,0,5961,7.9,1.4,High,4.05,5.31
18,Male,166.8,78.1,28.07,1899,23,8190,6.6,3.0,Low,5.72,6.52
55,Female,162.3,84.7,32.13,2658,60,10462,7.7,2.8,Low,5.84,6.28
41,Male,174.0,104.3,34.45,1989,39,1000,7.0,3.0,High,6.96,6.96
64,Male,188.1,82.4,23.28,2684,63,5997,5.4,2.7,Moderate,4.45,4.51
45,Female,168.6,63.3,22.28,2002,75,3090,7.5,2.9,Moderate,6.63,7.13
58,Male,176.7,104.9,33.6,2184,35,7461,6.6,2.2,Moderate,5.6,5.65
25,Female,161.7,74.7,28.58,2317,32,9514,4.0,3.0,Moderate,4.99,5.52
24,Male,181.0,91.9,28.07,2376,0,11909,6.5,3.6,High,3.68,4.36
62,Female,162.4,67.0,25.38,1837,1,6481,5.0,2.2,Moderate,4.16,4.66
43,Female,148.7,79.6,35.99,2651,7,8371,5.5,2.2,Moderate,4.05,4.56
44,Female,157.9,63.6,25.49,2164,60,2112,6.7,3.2,Low,5.17,6.45
26,Female,158.1,83.8,33.54,2571,36,4988,6.9,2.1,Moderate,4.68,5.31
28,Male,190.7,92.5,25.42,2291,30,8724,6.0,2.0,High,5.45,6.0
57,Male,186.7,69.1,19.82,2593,26,3243,7.6,3.0,Low,4.09,4.34
32,Male,175.7,68.1,22.04,2094,23,12329,6.9,2.2,Moderate,4.52,5.12
46,Female,172.1,84.4,28.49,1905,70,9832,6.5,3.7,Low,7.27,7.71
33,Male,183.7,63.1,18.72,2513,47,4833,7.1,2.2,Moderate,4.89,6.12
30,Male,168.4,50.7,17.86,2053,72,2812,8.4,1.9,Moderate,6.49,7.29
25,Female,175.0,84.4,27.55,3029,0,5482,4.4,2.6,Moderate,2.43,3.53
62,Male,163.7,76.1,28.37,2333,59,4852,8.6,3.0,High,7.0,7.68
63,Male,191.8,75.7,20.57,1613,31,3740,6.3,2.9,High,5.37,6.4
23,Female,166.7,87.4,31.45,2007,37,3076,6.1,3.1,High,7.34,7.59
34,Male,174.6,89.9,29.5,1800,82,7193,6.5,2.1,Moderate,7.57,8.26
45,Female,163.5,75.1,28.08,2836,34,10562,5.9,3.6,Low,3.75,4.04
36,Female,160.3,57.8,22.5,2686,58,5511,5.8,1.1,Moderate,4.28,4.73
52,Female,157.8,66.5,26.7,2269,16,9557,8.0,1.9,High,5.57,6.18
30,Male,183.1,88.5,26.41,2445,46,6852,7.2,2.6,Moderate,5.75,6.01
20,Male,170.6,80.5,27.64,2256,0,10143,4.7,2.0,Moderate,3.74,3.83
34,Female,166.8,68.1,24.48,2730,43,5247,7.8,2.3,Moderate,5.26,6.2
46,Female,165.7,63.9,23.27,2559,55,8983,7.6,1.7,Low,5.05,5.06
26,Female,150.9,89.1,39.11,2649,75,8420,5.2,2.4,Moderate,5.16,6.35
57,Male,171.9,74.0,25.04,2204,22,12768,7.2,3.0,Moderate,5.26,5.57
18,Male,178.0,91.5,28.91,1984,30,9955,7.7,2.1,High,6.06,6.86
21,Male,176.9,93.8,29.97,2632,26,8896,5.1,1.8,Moderate,3.86,4.68
42,Male,179.8,72.4,22.39,3075,37,2855,7.3,2.2,Low,3.89,4.11
42,Male,176.1,95.1,30.65,2853,18,6161,6.2,3.6,Moderate,3.76,4.52
32,Female,151.8,80.5,34.93,3090,0,5198,7.7,3.6,Moderate,3.44,4.1
30,Male,166.8,82.8,29.76,2381,15,5122,5.9,2.2,Moderate,4.58,5.4
21,Female,162.5,45.0,17.04,1815,43,8054,8.3,3.1,High,7.26,8.29
49,Female,165.5,60.5,22.1,1859,40,8842,6.7,2.6,Moderate,5.57,6.45
36,Male,160.6,61.5,23.86,2989,60,8979,6.3,3.8,Moderate,4.92,5.21
23,Female,157.4,72.3,29.16,1369,68,12415,6.1,2.8,Moderate,7.94,8.5
37,Female,175.4,80.1,26.03,3052,32,9692,8.0,2.4,Moderate,4.91,5.22
62,Male,185.7,80.8,23.43,1906,0,3702,6.1,4.0,Moderate,4.2,4.6
30,Male,179.8,83.1,25.72,3261,56,8708,8.3,1.8,Low,5.12,5.89
60,Female,153.5,65.7,27.86,2264,44,10045,7.3,2.9,Low,5.41,6.22
30,Female,159.2,90.4,35.7,2661,37,12417,5.3,3.8,Low,4.07,4.87
26,Female,157.5,110.6,44.55,3492,79,7460,7.0,3.2,High,5.76,6.46
30,Other,170.9,71.6,24.53,2134,57,7494,7.1,1.9,High,7.14,7.89
33,Male,163.3,66.1,24.77,2126,48,11776,5.3,1.9,High,7.11,7.55
23,Female,144.0,65.7,31.66,1952,49,8625,7.0,1.3,Low,7.51,8.58
46,Female,159.8,79.5,31.15,1799,68,2405,7.7,3.9,High,7.54,8.38
34,Female,161.4,68.5,26.32,2135,25,1654,8.4,1.6,High,5.8,6.4
52,Female,152.5,46.9,20.15,2022,20,14442,8.3,3.2,Low,4.27,5.26
41,Female,172.6,51.8,17.38,1674,38,2001,9.9,1.3,Moderate,5.39,5.81
39,Female,157.8,96.4,38.68,2194,12,7414,7.0,4.9,High,6.17,6.81
40,Male,166.6,101.1,36.42,2524,43,11090,7.7,1.4,Moderate,6.04,6.96
25,Female,157.9,106.8,42.86,1852,47,1823,6.3,2.6,High,7.01,7.18
52,Male,177.2,82.1,26.15,2218,43,4214,9.3,3.7,Moderate,5.31,6.69
22,Female,171.2,60.2,20.54,3003,34,3636,5.9,2.0,Moderate,3.24,3.63
52,Female,179.3,70.1,21.81,1590,91,14303,9.2,3.1,Low,8.02,8.46
65,Female,167.2,51.2,18.29,3265,71,15063,9.1,2.3,Low,4.66,5.27
54,Male,182.9,50.5,15.08,1962,42,5430,6.1,2.9,Moderate,5.38,6.24
39,Female,174.0,82.6,27.28,2400,47,10028,8.2,3.6,Low,6.06,6.96
33,Male,183.9,87.7,25.94,2939,83,9078,7.5,2.2,Moderate,6.55,7.67
59,Male,188.0,113.3,32.04,3092,28,7017,6.5,3.9,High,4.48,5.06
30,Male,185.0,76.5,22.35,2534,17,2306,6.8,2.9,Low,2.71,3.42
41,Female,163.0,53.6,20.16,1952,51,16076,7.3,4.4,Moderate,7.63,7.69
55,Male,173.7,75.8,25.13,1908,56,1643,7.4,1.9,High,6.14,6.37
62,Other,163.7,72.9,27.21,2012,58,8742,8.8,2.0,High,8.28,8.85
62,Male,193.9,69.2,18.4,3244,68,5733,7.7,2.4,High,5.02,5.75
22,Female,151.2,84.2,36.83,2108,24,11528,6.1,1.5,Moderate,5.0,5.59
61,Female,150.6,56.1,24.74,2461,5,10960,7.9,3.4,Low,4.37,5.15
23,Female,163.4,80.4,30.11,1778,28,4574,4.9,2.5,High,6.02,6.6
46,Female,154.2,89.7,37.74,1721,61,5234,6.5,1.6,High,6.79,7.31
62,Female,162.0,103.6,39.48,2313,19,2574,6.7,1.9,Moderate,4.5,5.94
49,Female,163.0,83.6,31.47,2137,0,8681,7.8,1.8,Low,3.94,4.45
63,Female,163.3,96.8,36.3,2174,49,10488,9.1,3.4,Moderate,7.14,8.1
34,Male,177.7,70.0,22.17,1560,29,6454,7.3,3.0,Moderate,6.22,6.36
33,Male,182.6,72.5,21.76,2263,0,7143,6.6,2.5,High,3.71,4.35
33,Female,161.4,102.3,39.27,3074,47,14677,6.2,2.3,Low,4.73,5.1
35,Female,165.1,53.3,19.56,1873,34,11276,8.0,2.4,Low,5.11,6.4
50,Female,153.6,70.7,29.98,2748,91,12717,6.8,4.2,Moderate,6.23,6.63
39,Female,160.8,98.3,38.04,1100,47,1000,6.4,2.4,High,7.2,7.79
53,Male,179.7,74.2,22.99,1898,61,9915,8.1,3.4,High,8.5,8.81
37,Female,168.8,72.9,25.57,1344,44,8879,8.4,2.3,Low,7.62,7.91
32,Female,156.4,73.2,29.93,2918,28,3618,5.8,4.1,Moderate,4.75,5.32
27,Female,158.2,80.1,32.02,2739,31,4346,5.2,1.5,Moderate,4.43,5.16
44,Female,155.1,97.5,40.56,1782,75,7235,6.9,3.3,Low,6.63,7.6
61,Female,157.4,94.6,38.2,2444,65,3303,5.6,1.9,High,5.95,6.34
